price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,age_of_house,yr_renovated_filled,has_been_renovated
329932.0,3.0,1.5,1460,5040,1.0,0,0,3,1100,360,1971-01-01,,11221 Palatine Ave N,Seattle,WA 98133,54,0,0
300000.0,3.0,2.5,2080,9827,2.0,0,0,3,2080,0,1989-01-01,,4815 SW 330th Ct,Federal Way,WA 98023,36,0,0
525000.0,5.0,2.5,2630,9216,2.0,0,0,3,2630,0,2003-01-01,,27831 NE 153rd Pl,Duvall,WA 98019,22,0,0
602500.0,4.0,2.5,2760,6850,2.0,0,0,3,2760,0,1999-01-01,,7606 116th Ave SE,Newcastle,WA 98056,26,0,0
400000.0,4.0,2.0,1670,12056,1.0,0,0,3,1670,0,1955-01-01,2005-01-01,7221 NE 156th St,Kenmore,WA 98028,70,2005-01-01 00:00:00,1
445000.0,4.0,1.75,1990,4725,1.5,0,0,4,1190,800,1944-01-01,,3713 SW Sullivan St,Seattle,WA 98126,81,0,0
525000.0,3.0,3.0,2600,5238,1.5,0,3,3,1890,710,1989-01-01,,28624 6th Pl S,Des Moines,WA 98198,36,0,0
395000.0,2.0,1.0,1320,1824,1.5,0,0,4,1320,0,1909-01-01,1989-01-01,2000 30th Ave S,Seattle,WA 98144,116,1989-01-01 00:00:00,1
510000.0,3.0,1.5,2240,3800,2.0,0,0,3,1370,870,1929-01-01,,8205 20th Ave NE,Seattle,WA 98115,96,0,0
723000.0,4.0,2.25,1960,8680,1.0,0,0,4,1290,670,1959-01-01,,233 111th Ave SE,Bellevue,WA 98004,66,0,0
503000.0,3.0,2.0,2590,108900,2.0,0,0,3,1980,610,1988-01-01,2000-01-01,21409 SE 215th St,Maple Valley,WA 98038,37,2000-01-01 00:00:00,1
672500.0,4.0,2.75,2620,6707,2.0,0,0,3,2620,0,2000-01-01,,22615 SE 14th Pl,Sammamish,WA 98075,25,0,0
860000.0,3.0,2.5,2770,9136,2.0,0,0,3,2770,0,1991-01-01,,17012 SE 47th Way,Bellevue,WA 98006,34,0,0
475300.0,3.0,1.0,2110,10005,1.0,0,0,5,1110,1000,1924-01-01,1956-01-01,9719 130th Ave NE,Kirkland,WA 98033,101,1956-01-01 00:00:00,1
295000.0,4.0,2.5,2290,4539,2.0,0,0,3,2290,0,2001-01-01,,530 Olympia Ave SE,Renton,WA 98058,24,0,0
250000.0,2.0,1.0,1110,26051,1.0,0,0,3,1110,0,1951-01-01,1994-01-01,3218 S 148th St,SeaTac,WA 98168,74,1994-01-01 00:00:00,1
658000.0,4.0,2.75,3310,6166,2.0,0,0,3,3310,0,2008-01-01,,8830 McIntosh Ct SE,Snoqualmie,WA 98065,17,0,0
83000.0,2.0,1.0,900,8580,1.0,0,0,3,900,0,1918-01-01,,14440 51st Ave S,Tukwila,WA 98168,107,0,0
685000.0,3.0,1.75,1940,7313,1.0,0,1,4,1440,500,1960-01-01,2001-01-01,8750 Fauntlee Crest SW,Seattle,WA 98136,65,2001-01-01 00:00:00,1
210000.0,3.0,1.75,1590,7617,2.0,0,0,3,1590,0,1986-01-01,,1626 S 245th Pl,Des Moines,WA 98198,39,0,0
650880.0,3.0,2.5,2930,6050,2.0,0,0,3,2930,0,2008-01-01,,34303 Elm Ave SE,Snoqualmie,WA 98065,17,0,0
350000.0,4.0,2.5,2040,22653,2.0,0,0,3,2040,0,2011-01-01,,2471 S 116th Way,Seattle,WA 98168,14,0,0
305000.0,2.0,2.25,1000,905,3.0,0,0,3,1000,0,2006-01-01,,7534 24th Ave NW,Seattle,WA 98117,19,0,0
645000.0,3.0,3.25,1730,1229,2.0,0,2,3,1320,410,2008-01-01,,1949-1953 9th Ave W,Seattle,WA 98119,17,0,0
385000.0,3.0,1.0,1220,4800,1.0,0,0,3,1220,0,1901-01-01,,1915 E Marion St,Seattle,WA 98122,124,0,0
860000.0,3.0,2.25,3060,12095,2.0,0,0,3,3060,0,1983-01-01,2009-01-01,4651 175th Ave SE,Bellevue,WA 98006,42,2009-01-01 00:00:00,1
395000.0,4.0,2.5,2910,5000,2.0,0,0,3,2910,0,2002-01-01,,24923 161st Pl SE,Covington,WA 98042,23,0,0
260000.0,3.0,1.75,1050,5850,1.0,0,0,3,1050,0,1980-01-01,,16241 19th Ave SW,Burien,WA 98166,45,0,0
196440.0,3.0,2.0,1560,7352,1.0,0,0,3,1560,0,1992-01-01,,130 Main St,Algona,WA 98001,33,0,0
425000.0,3.0,1.75,1680,3000,1.0,0,2,4,840,840,1900-01-01,1971-01-01,927 N 79th St,Seattle,WA 98103,125,1971-01-01 00:00:00,1
369000.0,3.0,2.0,1550,8509,1.0,0,0,3,1150,400,1959-01-01,1989-01-01,8102 7th Ave SW,Seattle,WA 98106,66,1989-01-01 00:00:00,1
349900.0,3.0,2.5,2200,7278,2.0,0,0,3,2200,0,1990-01-01,2009-01-01,15637 156th Pl SE,Renton,WA 98058,35,2009-01-01 00:00:00,1
650000.0,2.0,2.5,1740,2500,2.0,0,2,3,1210,530,1994-01-01,,319 25th Ave E,Seattle,WA 98112,31,0,0
299950.0,3.0,1.0,1210,9525,1.0,0,0,3,1210,0,1955-01-01,2005-01-01,8430 8th Ave SW,Seattle,WA 98106,70,2005-01-01 00:00:00,1
625000.0,4.0,3.25,4240,25639,2.0,0,3,3,3550,690,1989-01-01,,30924 36th Ave SW,Federal Way,WA 98023,36,0,0
190000.0,3.0,2.25,1590,11745,1.0,0,0,3,1090,500,1978-01-01,,27523-27527 43rd Ave S,Auburn,WA 98001,47,0,0
715000.0,4.0,1.75,3420,7200,1.0,0,3,5,1770,1650,1947-01-01,,10718 Exeter Ave NE,Seattle,WA 98125,78,0,0
659000.0,4.0,2.5,3190,11375,1.0,0,0,5,2210,980,1946-01-01,,10326 Fischer Pl NE,Seattle,WA 98125,79,0,0
490000.0,3.0,1.75,1920,5405,1.0,0,2,4,960,960,1947-01-01,1988-01-01,4832 38th Ave SW,Seattle,WA 98126,78,1988-01-01 00:00:00,1
415000.0,2.0,1.75,1340,4664,1.0,0,0,3,1340,0,2004-01-01,2003-01-01,13283 228th Pl NE,Redmond,WA 98053,21,2003-01-01 00:00:00,1
750000.0,3.0,1.75,1700,8400,1.0,0,0,3,1460,240,1947-01-01,2012-01-01,3621 45th Ave W,Seattle,WA 98199,78,2012-01-01 00:00:00,1
700000.0,4.0,2.5,2310,3570,1.5,0,0,3,1490,820,1927-01-01,2014-01-01,8216 Linden Ave N,Seattle,WA 98103,98,2014-01-01 00:00:00,1
425000.0,3.0,1.75,1510,44000,1.0,0,0,3,1240,270,1989-01-01,,12629 468th Ave SE,North Bend,WA 98045,36,0,0
642000.0,3.0,2.5,2670,10082,1.0,0,0,3,2670,0,1987-01-01,2000-01-01,2834 220th Pl NE,Sammamish,WA 98074,38,2000-01-01 00:00:00,1
655000.0,4.0,2.25,2060,8470,1.0,0,0,3,1440,620,1983-01-01,2009-01-01,4730 162nd Ct SE,Bellevue,WA 98006,42,2009-01-01 00:00:00,1
458000.0,5.0,2.5,3090,23265,1.0,0,0,3,2990,100,1957-01-01,2000-01-01,9631 NE 198th St,Bothell,WA 98011,68,2000-01-01 00:00:00,1
330000.0,2.0,2.5,1240,1546,2.0,0,0,3,1240,0,2007-01-01,,4346 28th Ave S,Seattle,WA 98108,18,0,0
384950.0,3.0,2.5,1860,3690,2.0,0,0,3,1860,0,2000-01-01,,7556 NE 203rd St,Kenmore,WA 98028,25,0,0
560000.0,3.0,1.5,2000,7350,1.0,0,0,3,2000,0,1953-01-01,,10605 9th Ave NW,Seattle,WA 98177,72,0,0
950000.0,4.0,1.75,2500,92347,1.0,0,0,4,1500,1000,1970-01-01,,7615 E Mercer Way,Mercer Island,WA 98040,55,0,0
465000.0,4.0,2.25,1820,20349,1.0,0,0,5,1340,480,1977-01-01,,15812 182nd Ave NE,Woodinville,WA 98072,48,0,0
425000.0,3.0,2.25,1820,8058,1.0,0,0,3,1260,560,1974-01-01,,13807 129th Pl NE,Kirkland,WA 98034,51,0,0
315000.0,3.0,2.0,1060,5750,1.0,0,0,3,1060,0,1981-01-01,2013-01-01,5452 31st Ave SW,Seattle,WA 98126,44,2013-01-01 00:00:00,1
530000.0,3.0,2.5,1950,9906,2.0,0,0,3,1950,0,1988-01-01,2000-01-01,23438 NE 29th Pl,Sammamish,WA 98074,37,2000-01-01 00:00:00,1
399000.0,2.0,1.0,940,4800,1.0,0,0,4,940,0,1911-01-01,1955-01-01,3209 63rd Ave SW,Seattle,WA 98116,114,1955-01-01 00:00:00,1
168000.0,2.0,1.5,1220,3568,1.5,0,0,4,1220,0,1976-01-01,1992-01-01,24709 13th Ave S,Des Moines,WA 98198,49,1992-01-01 00:00:00,1
374000.0,3.0,1.0,1200,9800,1.0,0,0,4,1200,0,1971-01-01,,15616 173rd Ave NE,Woodinville,WA 98072,54,0,0
740000.0,5.0,3.75,3990,18897,2.0,0,0,3,3090,900,1937-01-01,2010-01-01,1714 NE Brockman Pl,Seattle,WA 98125,88,2010-01-01 00:00:00,1
280000.0,2.0,1.0,1880,7560,1.0,0,0,3,940,940,1919-01-01,2001-01-01,8611 32nd Ave SW,Seattle,WA 98126,106,2001-01-01 00:00:00,1
322000.0,4.0,2.5,2280,7200,2.0,0,0,3,2280,0,1994-01-01,,10012 SE 244th Ct,Kent,WA 98030,31,0,0
459900.0,3.0,1.75,2580,11000,1.0,0,0,4,1290,1290,1951-01-01,1999-01-01,4525 119th Ave SE,Bellevue,WA 98006,74,1999-01-01 00:00:00,1
750000.0,4.0,2.75,2600,4674,1.0,0,0,3,1560,1040,1976-01-01,,6820 39th Ave NE,Seattle,WA 98115,49,0,0
427000.0,5.0,2.75,2220,4000,1.0,0,0,3,1230,990,1973-01-01,2013-01-01,3112 21st Ave S,Seattle,WA 98144,52,2013-01-01 00:00:00,1
800000.0,2.0,2.25,1730,31491,2.0,1,2,4,1730,0,1947-01-01,1988-01-01,10060 SW Dock St,Vashon,WA 98070,78,1988-01-01 00:00:00,1
735000.0,4.0,3.0,2840,4120,1.5,0,0,4,2060,780,1931-01-01,,3849 Cascadia Ave S,Seattle,WA 98118,94,0,0
642000.0,4.0,2.5,2560,8780,2.0,0,0,3,2560,0,1992-01-01,,3964 262nd Ave SE,Issaquah,WA 98029,33,0,0
240000.0,3.0,2.0,1330,6000,1.0,0,0,4,630,700,1900-01-01,1971-01-01,527 S Donovan St,Seattle,WA 98108,125,1971-01-01 00:00:00,1
645500.0,2.0,1.0,1890,5202,1.5,0,0,4,1890,0,1909-01-01,1989-01-01,6723 17th Ave NW,Seattle,WA 98117,116,1989-01-01 00:00:00,1
840000.0,7.0,4.5,4290,37607,1.5,0,0,5,4290,0,1982-01-01,,13527 231st Pl SE,Issaquah,WA 98027,43,0,0
475000.0,2.0,2.0,1540,54450,2.0,0,0,3,1540,0,1983-01-01,2009-01-01,3304 288th Ave NE,Redmond,WA 98053,42,2009-01-01 00:00:00,1
568000.0,4.0,2.0,2340,50233,1.0,0,0,4,1170,1170,1966-01-01,,2202 238th Ave SE,Sammamish,WA 98075,59,0,0
325000.0,3.0,1.75,2180,10230,1.0,0,0,4,1090,1090,1961-01-01,2001-01-01,9670 41st Ave S,Seattle,WA 98118,64,2001-01-01 00:00:00,1
825500.0,3.0,2.5,2780,11964,2.0,0,0,3,2780,0,2009-01-01,,12449 94th Ave NE,Kirkland,WA 98034,16,0,0
499431.0,4.0,2.75,2620,6019,2.0,0,0,3,2620,0,2013-01-01,1923-01-01,1107 SE 10th St,North Bend,WA 98045,12,1923-01-01 00:00:00,1
919204.0,4.0,3.5,3760,5000,2.0,0,0,3,2860,900,2014-01-01,,2822 NW 74th St,Seattle,WA 98117,11,0,0
545000.0,4.0,2.5,2720,4738,2.0,0,0,3,2720,0,2012-01-01,1912-01-01,35229 SE Terrace St,Snoqualmie,WA 98065,13,1912-01-01 00:00:00,1
660000.0,3.0,2.25,2675,40910,2.0,0,0,3,2675,0,1984-01-01,,21311 SE 20th St,Sammamish,WA 98075,41,0,0
538888.0,5.0,2.75,2080,13189,2.0,0,0,3,2080,0,1987-01-01,2000-01-01,23022 NE 21st St,Sammamish,WA 98074,38,2000-01-01 00:00:00,1
693000.0,3.0,2.5,2460,12028,2.0,0,0,3,2460,0,1996-01-01,,Valley View Trail,Redmond,WA 98052,29,0,0
289950.0,3.0,2.5,1960,3480,2.0,0,0,3,1960,0,2004-01-01,2003-01-01,2826 Access Rd,Renton,WA 98056,21,2003-01-01 00:00:00,1
587000.0,4.0,2.5,2550,6256,2.0,0,0,3,2550,0,1992-01-01,,13013 NE 202nd Pl,Woodinville,WA 98072,33,0,0
615000.0,3.0,2.25,1760,1146,3.0,0,0,3,1760,0,2014-01-01,,601 22nd Ave,Seattle,WA 98122,11,0,0
459000.0,3.0,1.75,1620,7330,1.0,0,0,4,1090,530,1974-01-01,,9607 NE 128th St,Kirkland,WA 98034,51,0,0
243000.0,3.0,1.75,1790,12000,1.0,0,0,3,1040,750,1960-01-01,2012-01-01,23042 16th Ave S,Des Moines,WA 98198,65,2012-01-01 00:00:00,1
660000.0,4.0,1.75,2780,9900,2.0,0,0,4,2780,0,1978-01-01,2000-01-01,20850 NE 26th Pl,Sammamish,WA 98074,47,2000-01-01 00:00:00,1
250000.0,1.0,1.0,750,4000,1.0,0,0,3,750,0,1918-01-01,,4356 SW Concord St,Seattle,WA 98136,107,0,0
315000.0,3.0,1.0,960,6634,1.0,0,0,3,960,0,1952-01-01,2008-01-01,1715 NE 135th St,Seattle,WA 98125,73,2008-01-01 00:00:00,1
404000.0,3.0,1.5,2030,8880,1.0,0,0,3,1330,700,1963-01-01,2008-01-01,4915 17th Ave S,Seattle,WA 98108,62,2008-01-01 00:00:00,1
559900.0,3.0,2.75,2930,5569,1.0,0,0,3,1860,1070,2004-01-01,2003-01-01,18960 131st Pl NE,Woodinville,WA 98072,21,2003-01-01 00:00:00,1
285000.0,2.0,2.5,1380,1073,2.0,0,0,3,1140,240,2011-01-01,,2802 SW Bataan St,Seattle,WA 98126,14,0,0
500000.0,3.0,2.0,1720,5525,1.0,0,2,5,960,760,1941-01-01,,4825 27th Ave S,Seattle,WA 98108,84,0,0
380000.0,2.0,1.0,1210,4800,1.0,0,0,3,1060,150,1950-01-01,2005-01-01,4532 13th Ave S,Seattle,WA 98108,75,2005-01-01 00:00:00,1
469000.0,3.0,1.0,950,4250,1.5,0,0,5,950,0,1948-01-01,1985-01-01,1911 E Columbia St,Seattle,WA 98122,77,1985-01-01 00:00:00,1
405000.0,2.0,1.75,1710,4234,2.0,0,0,3,1330,380,1920-01-01,1979-01-01,4131 SW Kenyon St,Seattle,WA 98136,105,1979-01-01 00:00:00,1
439900.0,2.0,2.0,1410,12282,1.5,0,0,5,1410,0,1909-01-01,1988-01-01,31103 SE 85th Pl,Preston,WA 98050,116,1988-01-01 00:00:00,1
525000.0,4.0,2.5,2910,7631,2.0,0,2,3,2910,0,2006-01-01,,25480 SE 275th Pl,Maple Valley,WA 98038,19,0,0
580000.0,4.0,2.5,2220,7064,2.0,0,0,3,2220,0,1988-01-01,2000-01-01,4055 238th Pl SE,Issaquah,WA 98029,37,2000-01-01 00:00:00,1
275000.0,3.0,2.0,1380,4500,1.0,0,0,3,1380,0,2008-01-01,,24031 SE 262nd Pl,Maple Valley,WA 98038,17,0,0
629000.0,3.0,2.0,1760,5000,1.0,0,0,5,960,800,1920-01-01,,2439 Piedmont Pl W,Seattle,WA 98199,105,0,0
395000.0,1.0,1.0,730,3000,1.0,0,0,3,730,0,1911-01-01,1979-01-01,6215 30th Ave NW,Seattle,WA 98107,114,1979-01-01 00:00:00,1
965000.0,4.0,2.5,2460,5000,2.0,0,0,5,1620,840,1938-01-01,,1024 Washington Pl E,Seattle,WA 98112,87,0,0
820000.0,3.0,1.75,2160,6272,1.0,0,0,4,1390,770,1960-01-01,2001-01-01,2000-2098 NE 68th St,Seattle,WA 98115,65,2001-01-01 00:00:00,1
661000.0,4.0,2.25,1990,4600,1.5,0,2,4,1420,570,1932-01-01,1958-01-01,4426 38th Ave SW,Seattle,WA 98126,93,1958-01-01 00:00:00,1
789000.0,3.0,3.0,3740,39640,2.0,0,2,3,3740,0,1991-01-01,,9900 SW Quartermaster Dr,Vashon,WA 98070,34,0,0
668500.0,4.0,2.5,2710,5500,2.0,0,0,3,2710,0,1999-01-01,,667 237th Pl SE,Sammamish,WA 98074,26,0,0
350000.0,3.0,2.5,2680,7836,2.0,0,0,3,2680,0,1990-01-01,2009-01-01,31456 117th Pl SE,Auburn,WA 98092,35,2009-01-01 00:00:00,1
250000.0,4.0,2.0,1850,7560,1.0,0,0,4,1540,310,1978-01-01,2000-01-01,4511 S 262nd St,Kent,WA 98032,47,2000-01-01 00:00:00,1
725995.0,4.0,2.5,3190,7869,2.0,0,2,3,3190,0,2001-01-01,,7704 Heather Ave SE,Snoqualmie,WA 98065,24,0,0
1000000.0,3.0,2.5,2730,5832,2.0,0,0,3,2730,0,1998-01-01,2006-01-01,13428 NE 12th Pl,Bellevue,WA 98005,27,2006-01-01 00:00:00,1
686000.0,3.0,1.5,1840,9990,2.0,0,0,5,1840,0,1961-01-01,,11727 9th Ave NW,Seattle,WA 98177,64,0,0
665000.0,4.0,2.5,2720,10000,2.0,0,0,3,2720,0,1987-01-01,2000-01-01,2110 216th Pl NE,Sammamish,WA 98074,38,2000-01-01 00:00:00,1
653000.0,3.0,2.5,2290,3475,2.0,0,0,3,2290,0,2006-01-01,,2172 NE Noble St,Issaquah,WA 98029,19,0,0
430000.0,2.0,1.0,990,4802,1.0,0,0,3,990,0,1947-01-01,2012-01-01,8059 Loyal Way NW,Seattle,WA 98117,78,2012-01-01 00:00:00,1
305000.0,2.0,1.5,1140,2980,2.0,0,0,3,1140,0,1988-01-01,2000-01-01,4150 244th Pl SE,Issaquah,WA 98029,37,2000-01-01 00:00:00,1
809000.0,4.0,1.5,1840,4337,2.0,0,0,4,1840,0,1917-01-01,,1218 19th Ave E,Seattle,WA 98112,108,0,0
440150.0,2.0,1.0,1110,6800,1.0,0,0,5,1000,110,1947-01-01,,12216 Greenwood Ave N,Seattle,WA 98133,78,0,0
615000.0,4.0,2.5,2150,9070,2.0,0,0,4,2150,0,1985-01-01,,14151 174th Pl NE,Redmond,WA 98052,40,0,0
1035000.0,3.0,2.5,2230,5750,2.0,0,0,3,2230,0,2003-01-01,,1840-1846 9th St W,Kirkland,WA 98033,22,0,0
455000.0,2.0,1.0,1170,6000,1.0,0,0,4,970,200,1941-01-01,1998-01-01,9552 Phinney Ave N,Seattle,WA 98103,84,1998-01-01 00:00:00,1
635000.0,3.0,2.5,1960,7200,1.0,0,0,4,980,980,1940-01-01,2001-01-01,4131 51st Ave S,Seattle,WA 98118,85,2001-01-01 00:00:00,1
675000.0,3.0,2.25,2610,9002,2.0,0,0,3,2610,0,1988-01-01,2000-01-01,10090 177th Ave NE,Redmond,WA 98052,37,2000-01-01 00:00:00,1
316000.0,3.0,2.25,2130,8721,1.0,0,0,3,1570,560,1987-01-01,2000-01-01,20312 102nd Pl SE,Kent,WA 98031,38,2000-01-01 00:00:00,1
955000.0,3.0,2.25,3020,43560,2.0,0,0,3,2720,300,1969-01-01,2010-01-01,12599 NE 39th St,Bellevue,WA 98005,56,2010-01-01 00:00:00,1
985000.0,3.0,1.75,1670,5400,2.0,0,0,5,1670,0,1912-01-01,,1808 38th Ave E,Seattle,WA 98112,113,0,0
465500.0,3.0,1.75,1890,7004,1.0,0,0,3,1290,600,1965-01-01,1993-01-01,5047 43rd Ave S,Seattle,WA 98118,60,1993-01-01 00:00:00,1
305000.0,3.0,1.0,950,13475,1.0,0,0,3,950,0,1950-01-01,2005-01-01,2023 NE 175th St,Shoreline,WA 98155,75,2005-01-01 00:00:00,1
645000.0,4.0,2.5,2430,14400,1.0,0,0,5,1670,760,1963-01-01,,15048 NE 11th Pl,Bellevue,WA 98007,62,0,0
730000.0,4.0,2.0,2360,6000,1.0,0,0,5,1260,1100,1939-01-01,,3635 41st Ave W,Seattle,WA 98199,86,0,0
366000.0,3.0,1.75,1510,8301,1.0,0,0,3,1510,0,1967-01-01,2011-01-01,8835 NE 138th St,Kirkland,WA 98034,58,2011-01-01 00:00:00,1
290000.0,3.0,2.5,2080,4828,2.0,0,0,3,2080,0,2002-01-01,,25420 157th Ave SE,Covington,WA 98042,23,0,0
472500.0,3.0,2.0,1750,15500,1.0,0,0,3,1490,260,1982-01-01,,20604 SE 24th St,Sammamish,WA 98075,43,0,0
550000.0,3.0,2.0,1810,4064,1.5,0,0,3,1810,0,1925-01-01,2002-01-01,7820 Ashworth Ave N,Seattle,WA 98103,100,2002-01-01 00:00:00,1
410000.0,4.0,1.75,1790,11875,1.0,0,0,4,1490,300,1969-01-01,,560 SW Fernwood St,Issaquah,WA 98027,56,0,0
440000.0,4.0,2.75,2340,11034,1.0,0,0,3,1720,620,1967-01-01,2011-01-01,19311 47th Ave NE,Lake Forest Park,WA 98155,58,2011-01-01 00:00:00,1
535000.0,3.0,2.5,1690,9626,2.0,0,0,3,1690,0,1984-01-01,,4501-4507 186th Ave SE,Issaquah,WA 98027,41,0,0
300000.0,4.0,2.5,2070,7476,2.0,0,0,3,2070,0,2003-01-01,,11366 SE 298th Pl,Auburn,WA 98092,22,0,0
432500.0,3.0,2.5,2240,6396,2.0,0,0,3,2240,0,2002-01-01,,7311 Silent Creek Ave SE,Snoqualmie,WA 98065,23,0,0
870000.0,4.0,3.0,4500,21780,2.0,0,2,3,3040,1460,1980-01-01,,5003 E Mercer Way,Mercer Island,WA 98040,45,0,0
492000.0,3.0,1.75,2770,39927,1.0,0,0,4,1580,1190,1978-01-01,2000-01-01,15017 253rd Ave SE,Issaquah,WA 98027,47,2000-01-01 00:00:00,1
199950.0,3.0,1.0,1010,7245,1.0,0,0,3,1010,0,1969-01-01,2010-01-01,29910-29918 21st Ave S,Federal Way,WA 98003,56,2010-01-01 00:00:00,1
439800.0,3.0,1.5,1120,6900,1.0,0,0,5,1120,0,1956-01-01,,15524 SE 9th St,Bellevue,WA 98007,69,0,0
320000.0,5.0,2.5,3020,21441,1.0,0,0,4,1510,1510,1978-01-01,2000-01-01,29234 158th Ave SE,Kent,WA 98042,47,2000-01-01 00:00:00,1
687000.0,4.0,3.25,4400,186846,2.0,0,0,4,4400,0,1993-01-01,,28808 SE Mud Mountain Rd,Enumclaw,WA 98022,32,0,0
345000.0,3.0,1.75,1990,5650,1.0,0,1,3,1320,670,1963-01-01,2008-01-01,10238 65th Ave S,Seattle,WA 98178,62,2008-01-01 00:00:00,1
274950.0,3.0,1.0,1450,8820,1.0,0,0,3,1050,400,1958-01-01,2004-01-01,5619 S 149th St,Tukwila,WA 98168,67,2004-01-01 00:00:00,1
270000.0,4.0,2.5,1920,8497,2.0,0,0,3,1920,0,1998-01-01,2006-01-01,5307-5311 Quincy Ave SE,Auburn,WA 98092,27,2006-01-01 00:00:00,1
342000.0,2.0,2.5,1175,1366,2.0,0,0,3,740,435,2005-01-01,,9219 Stone Ave N,Seattle,WA 98103,20,0,0
327000.0,3.0,1.5,1320,13200,1.0,0,0,3,1320,0,1970-01-01,2014-01-01,11406 Nile Ave NE,Renton,WA 98059,55,2014-01-01 00:00:00,1
610000.0,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,1962-01-01,,431 26th Ave E,Seattle,WA 98112,63,0,0
455000.0,2.0,1.0,1140,5720,1.0,0,0,3,850,290,1947-01-01,2012-01-01,2711 NE 75th St,Seattle,WA 98115,78,2012-01-01 00:00:00,1
540000.0,4.0,1.75,1720,4240,1.5,0,0,4,1460,260,1925-01-01,1968-01-01,2722 30th Ave S,Seattle,WA 98144,100,1968-01-01 00:00:00,1
411000.0,4.0,2.75,2150,9915,1.0,0,0,5,1240,910,1976-01-01,,7302 127th Pl SE,Newcastle,WA 98056,49,0,0
544000.0,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910-01-01,2006-01-01,Schmitz Park to Alki Trail,Seattle,WA 98116,115,2006-01-01 00:00:00,1
802000.0,2.0,2.5,2210,6327,1.0,0,0,3,2210,0,2003-01-01,,23216 NE 126th St,Redmond,WA 98053,22,0,0
568500.0,3.0,2.75,2180,7519,1.0,0,0,4,1310,870,1981-01-01,,10629 161st Avenue Northeast,Redmond,WA 98052,44,0,0
391000.0,3.0,2.25,1410,1290,2.0,0,0,3,1290,120,2004-01-01,2003-01-01,2134 NW Boulder Way Dr,Issaquah,WA 98027,21,2003-01-01 00:00:00,1
298000.0,3.0,2.5,1950,3600,2.0,0,0,3,1950,0,2010-01-01,,24032 SE 263rd Pl,Maple Valley,WA 98038,15,0,0
400000.0,3.0,2.5,1495,936,3.0,0,0,3,1405,90,2006-01-01,,1108 29th Ave S,Seattle,WA 98144,19,0,0
425000.0,3.0,2.25,1660,6000,1.0,0,0,3,1110,550,1979-01-01,2014-01-01,942 27th Ave,Seattle,WA 98122,46,2014-01-01 00:00:00,1
328500.0,3.0,2.5,1950,8130,2.0,0,0,4,1950,0,1990-01-01,,23915 135th Pl SE,Kent,WA 98042,35,0,0
650000.0,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1902-01-01,,1417 26th Ave,Seattle,WA 98122,123,0,0
850000.0,3.0,1.75,1370,3850,1.0,0,0,5,770,600,1911-01-01,1988-01-01,2015 42nd Ave E,Seattle,WA 98112,114,1988-01-01 00:00:00,1
930000.0,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,1908-01-01,,2418 10th Ave W,Seattle,WA 98119,117,0,0
530000.0,3.0,1.75,1250,6041,1.5,0,0,5,1250,0,1942-01-01,,2202 NE 83rd St,Seattle,WA 98115,83,0,0
495000.0,4.0,2.25,2220,8872,1.0,0,0,4,1110,1110,1961-01-01,2001-01-01,5918 128th Ave SE,Bellevue,WA 98006,64,2001-01-01 00:00:00,1
500000.0,3.0,1.75,1620,4200,1.0,0,0,5,830,790,1945-01-01,,6209 40th Ave NE,Seattle,WA 98115,80,0,0
325000.0,3.0,1.75,2250,26337,1.0,0,0,3,2250,0,1980-01-01,,33316 E Lake Holm Dr SE,Auburn,WA 98092,45,0,0
365000.0,3.0,2.5,1720,99916,2.0,0,0,4,1720,0,1990-01-01,,29245 188 Ave SE,Kent,WA 98042,35,0,0
471000.0,4.0,2.5,3030,9687,2.0,0,0,3,2020,1010,1998-01-01,2006-01-01,1165 SW 12th St,North Bend,WA 98045,27,2006-01-01 00:00:00,1
223000.0,3.0,1.0,1030,9120,1.0,0,0,3,1030,0,1961-01-01,2004-01-01,26825 33rd Ave S,Kent,WA 98032,64,2004-01-01 00:00:00,1
503000.0,3.0,2.5,2190,4882,2.0,0,0,3,2190,0,1999-01-01,,18649 22nd Pl NE,Lake Forest Park,WA 98155,26,0,0
230000.0,3.0,2.0,1440,5600,1.0,0,0,4,720,720,1942-01-01,2007-01-01,2508 NE 7th St,Renton,WA 98056,83,2007-01-01 00:00:00,1
550000.0,4.0,2.5,2170,9600,1.0,0,0,3,1460,710,1980-01-01,,8520 169th Ct NE,Redmond,WA 98052,45,0,0
1100000.0,4.0,3.75,2930,3200,1.5,0,0,5,2130,800,1925-01-01,,115 W Raye St,Seattle,WA 98119,100,0,0
193000.0,3.0,1.5,1180,9048,1.0,0,0,3,1180,0,1960-01-01,2012-01-01,454 S 190th St,Burien,WA 98148,65,2012-01-01 00:00:00,1
590000.0,4.0,4.25,2360,57514,2.0,0,0,4,2360,0,1939-01-01,1987-01-01,2862 S 354th Ln,Federal Way,WA 98003,86,1987-01-01 00:00:00,1
712500.0,3.0,1.5,1660,8797,1.0,0,0,4,1660,0,1956-01-01,,10414 SE 24th Pl,Bellevue,WA 98004,69,0,0
