price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,street,age_of_house,has_been_renovated,city_encoded,statezip_encoded
459900.0,3.0,1.75,2580,11000,1.0,0,0,4,1290,1290,4525 119th Ave SE,74,1,3,675261.3991935484
750000.0,4.0,2.75,2600,4674,1.0,0,0,3,1560,1040,6820 39th Ave NE,49,0,34,556315.335628229
427000.0,5.0,2.75,2220,4000,1.0,0,0,3,1230,990,3112 21st Ave S,52,1,34,525061.0434782609
800000.0,2.0,2.25,1730,31491,2.0,1,2,4,1730,0,10060 SW Dock St,78,1,40,444097.82608695654
735000.0,4.0,3.0,2840,4120,1.5,0,0,4,2060,780,3849 Cascadia Ave S,94,0,34,417964.82479784905
642000.0,4.0,2.5,2560,8780,2.0,0,0,3,2560,0,3964 262nd Ave SE,33,0,15,567669.1527777812
240000.0,3.0,2.0,1330,6000,1.0,0,0,4,630,700,527 S Donovan St,125,1,34,335102.09375
645500.0,2.0,1.0,1890,5202,1.5,0,0,4,1890,0,6723 17th Ave NW,116,1,34,533824.0323426591
840000.0,7.0,4.5,4290,37607,1.5,0,0,5,4290,0,13527 231st Pl SE,43,0,15,559025.8225806452
475000.0,2.0,2.0,1540,54450,2.0,0,0,3,1540,0,3304 288th Ave NE,42,1,30,648667.2204968971
568000.0,4.0,2.0,2340,50233,1.0,0,0,4,1170,1170,2202 238th Ave SE,59,0,32,710585.0545183929
325000.0,3.0,1.75,2180,10230,1.0,0,0,4,1090,1090,9670 41st Ave S,64,1,34,405349.64387464814
825500.0,3.0,2.5,2780,11964,2.0,0,0,3,2780,0,12449 94th Ave NE,16,0,18,474532.8407413582
499431.0,4.0,2.75,2620,6019,2.0,0,0,3,2620,0,1107 SE 10th St,12,1,26,403233.6481481389
919204.0,4.0,3.5,3760,5000,2.0,0,0,3,2860,900,2822 NW 74th St,11,0,34,543390.0565200625
545000.0,4.0,2.5,2720,4738,2.0,0,0,3,2720,0,35229 SE Terrace St,13,1,37,518403.92
660000.0,3.0,2.25,2675,40910,2.0,0,0,3,2675,0,21311 SE 20th St,41,0,32,701941.3608452807
538888.0,5.0,2.75,2080,13189,2.0,0,0,3,2080,0,23022 NE 21st St,38,1,32,590070.334213527
693000.0,3.0,2.5,2460,12028,2.0,0,0,3,2460,0,Valley View Trail,29,0,30,625693.6539713541
289950.0,3.0,2.5,1960,3480,2.0,0,0,3,1960,0,2826 Access Rd,21,1,31,385465.84970413847
587000.0,4.0,2.5,2550,6256,2.0,0,0,3,2550,0,13013 NE 202nd Pl,33,0,41,541190.0
615000.0,3.0,2.25,1760,1146,3.0,0,0,3,1760,0,601 22nd Ave,11,0,34,547383.3191489362
459000.0,3.0,1.75,1620,7330,1.0,0,0,4,1090,530,9607 NE 128th St,51,0,18,487277.53987948387
243000.0,3.0,1.75,1790,12000,1.0,0,0,3,1040,750,23042 16th Ave S,65,1,10,321200.3936508
660000.0,4.0,1.75,2780,9900,2.0,0,0,4,2780,0,20850 NE 26th Pl,47,1,32,612734.6029411765
250000.0,1.0,1.0,750,4000,1.0,0,0,3,750,0,4356 SW Concord St,107,0,34,509380.02702702704
315000.0,3.0,1.0,960,6634,1.0,0,0,3,960,0,1715 NE 135th St,73,1,34,430247.0588235294
404000.0,3.0,1.5,2030,8880,1.0,0,0,3,1330,700,4915 17th Ave S,62,1,34,326447.75675675675
559900.0,3.0,2.75,2930,5569,1.0,0,0,3,1860,1070,18960 131st Pl NE,21,1,41,543718.6666666666
285000.0,2.0,2.5,1380,1073,2.0,0,0,3,1140,240,2802 SW Bataan St,14,0,34,413104.88358281966
500000.0,3.0,2.0,1720,5525,1.0,0,2,5,960,760,4825 27th Ave S,84,0,34,335102.09375
380000.0,2.0,1.0,1210,4800,1.0,0,0,3,1060,150,4532 13th Ave S,75,1,34,326447.75675675675
469000.0,3.0,1.0,950,4250,1.5,0,0,5,950,0,1911 E Columbia St,77,1,34,571641.3055555625
405000.0,2.0,1.75,1710,4234,2.0,0,0,3,1330,380,4131 SW Kenyon St,105,1,34,476948.25
439900.0,2.0,2.0,1410,12282,1.5,0,0,5,1410,0,31103 SE 85th Pl,116,1,28,685000.0
525000.0,4.0,2.5,2910,7631,2.0,0,2,3,2910,0,25480 SE 275th Pl,19,0,20,343983.18489582813
580000.0,4.0,2.5,2220,7064,2.0,0,0,3,2220,0,4055 238th Pl SE,37,1,15,587567.1896551724
275000.0,3.0,2.0,1380,4500,1.0,0,0,3,1380,0,24031 SE 262nd Pl,17,0,20,341808.2189189189
629000.0,3.0,2.0,1760,5000,1.0,0,0,5,960,800,2439 Piedmont Pl W,105,0,34,623180.7746805854
395000.0,1.0,1.0,730,3000,1.0,0,0,3,730,0,6215 30th Ave NW,114,1,34,550386.0
965000.0,4.0,2.5,2460,5000,2.0,0,0,5,1620,840,1024 Washington Pl E,87,0,34,683912.5
820000.0,3.0,1.75,2160,6272,1.0,0,0,4,1390,770,2000-2098 NE 68th St,65,1,34,547746.2142857143
661000.0,4.0,2.25,1990,4600,1.5,0,2,4,1420,570,4426 38th Ave SW,93,1,34,423460.26999968855
789000.0,3.0,3.0,3740,39640,2.0,0,2,3,3740,0,9900 SW Quartermaster Dr,34,0,40,486103.125
668500.0,4.0,2.5,2710,5500,2.0,0,0,3,2710,0,667 237th Pl SE,26,0,32,590070.334213527
350000.0,3.0,2.5,2680,7836,2.0,0,0,3,2680,0,31456 117th Pl SE,35,1,1,355295.69330105087
250000.0,4.0,2.0,1850,7560,1.0,0,0,4,1540,310,4511 S 262nd St,47,1,17,267518.6153846154
725995.0,4.0,2.5,3190,7869,2.0,0,2,3,3190,0,7704 Heather Ave SE,24,0,37,522562.62
1000000.0,3.0,2.5,2730,5832,2.0,0,0,3,2730,0,13428 NE 12th Pl,27,1,3,674978.7543859474
686000.0,3.0,1.5,1840,9990,2.0,0,0,5,1840,0,11727 9th Ave NW,64,0,34,573482.2285714286
665000.0,4.0,2.5,2720,10000,2.0,0,0,3,2720,0,2110 216th Pl NE,38,1,32,585092.6527134478
653000.0,3.0,2.5,2290,3475,2.0,0,0,3,2290,0,2172 NE Noble St,19,0,15,595362.919658123
430000.0,2.0,1.0,990,4802,1.0,0,0,3,990,0,8059 Loyal Way NW,78,1,34,543390.0565200625
305000.0,2.0,1.5,1140,2980,2.0,0,0,3,1140,0,4150 244th Pl SE,37,1,15,595362.919658123
809000.0,4.0,1.5,1840,4337,2.0,0,0,4,1840,0,1218 19th Ave E,108,0,34,683912.5
440150.0,2.0,1.0,1110,6800,1.0,0,0,5,1000,110,12216 Greenwood Ave N,78,0,34,368929.5858585909
615000.0,4.0,2.5,2150,9070,2.0,0,0,4,2150,0,14151 174th Pl NE,40,0,30,640012.906504061
1035000.0,3.0,2.5,2230,5750,2.0,0,0,3,2230,0,1840-1846 9th St W,22,0,18,683628.0585106383
455000.0,2.0,1.0,1170,6000,1.0,0,0,4,970,200,9552 Phinney Ave N,84,1,34,563707.9901198571
635000.0,3.0,2.5,1960,7200,1.0,0,0,4,980,980,4131 51st Ave S,85,1,34,405349.64387464814
675000.0,3.0,2.25,2610,9002,2.0,0,0,3,2610,0,10090 177th Ave NE,37,1,30,640012.906504061
316000.0,3.0,2.25,2130,8721,1.0,0,0,3,1570,560,20312 102nd Pl SE,38,1,17,286248.08738425
955000.0,3.0,2.25,3020,43560,2.0,0,0,3,2720,300,12599 NE 39th St,56,1,3,674978.7543859474
985000.0,3.0,1.75,1670,5400,2.0,0,0,5,1670,0,1808 38th Ave E,113,0,34,736843.75
465500.0,3.0,1.75,1890,7004,1.0,0,0,3,1290,600,5047 43rd Ave S,60,1,34,408602.0083365
305000.0,3.0,1.0,950,13475,1.0,0,0,3,950,0,2023 NE 175th St,75,1,35,383241.83246528124
645000.0,4.0,2.5,2430,14400,1.0,0,0,5,1670,760,15048 NE 11th Pl,62,0,3,602911.9047618929
730000.0,4.0,2.0,2360,6000,1.0,0,0,5,1260,1100,3635 41st Ave W,86,0,34,626202.8656898462
366000.0,3.0,1.75,1510,8301,1.0,0,0,3,1510,0,8835 NE 138th St,58,1,18,484086.7109279723
290000.0,3.0,2.5,2080,4828,2.0,0,0,3,2080,0,25420 157th Ave SE,23,0,9,316523.48051948484
472500.0,3.0,2.0,1750,15500,1.0,0,0,3,1490,260,20604 SE 24th St,43,0,32,701941.3608452807
550000.0,3.0,2.0,1810,4064,1.5,0,0,3,1810,0,7820 Ashworth Ave N,100,1,34,564242.7747917623
410000.0,4.0,1.75,1790,11875,1.0,0,0,4,1490,300,560 SW Fernwood St,56,0,15,577727.6909090909
440000.0,4.0,2.75,2340,11034,1.0,0,0,3,1720,620,19311 47th Ave NE,58,1,19,368947.1481481515
535000.0,3.0,2.5,1690,9626,2.0,0,0,3,1690,0,4501-4507 186th Ave SE,41,0,15,563696.6923076923
300000.0,4.0,2.5,2070,7476,2.0,0,0,3,2070,0,11366 SE 298th Pl,22,0,1,355295.69330105087
432500.0,3.0,2.5,2240,6396,2.0,0,0,3,2240,0,7311 Silent Creek Ave SE,23,0,37,514963.86363636365
870000.0,4.0,3.0,4500,21780,2.0,0,2,3,3040,1460,5003 E Mercer Way,45,0,22,748042.25757575
492000.0,3.0,1.75,2770,39927,1.0,0,0,4,1580,1190,15017 253rd Ave SE,47,1,15,559025.8225806452
199950.0,3.0,1.0,1010,7245,1.0,0,0,3,1010,0,29910-29918 21st Ave S,56,1,14,295026.77419354836
439800.0,3.0,1.5,1120,6900,1.0,0,0,5,1120,0,15524 SE 9th St,69,0,3,592330.107526871
320000.0,5.0,2.5,3020,21441,1.0,0,0,4,1510,1510,29234 158th Ave SE,47,1,17,295171.31601731817
687000.0,4.0,3.25,4400,186846,2.0,0,0,4,4400,0,28808 SE Mud Mountain Rd,32,0,12,278484.64912278944
345000.0,3.0,1.75,1990,5650,1.0,0,1,3,1320,670,10238 65th Ave S,62,1,34,253774.10714285713
274950.0,3.0,1.0,1450,8820,1.0,0,0,3,1050,400,5619 S 149th St,67,1,39,217939.0586080577
270000.0,4.0,2.5,1920,8497,2.0,0,0,3,1920,0,5307-5311 Quincy Ave SE,27,1,1,362785.0668643492
342000.0,2.0,2.5,1175,1366,2.0,0,0,3,740,435,9219 Stone Ave N,20,0,34,563707.9901198571
327000.0,3.0,1.5,1320,13200,1.0,0,0,3,1320,0,11406 Nile Ave NE,55,1,31,469746.3665158382
610000.0,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,431 26th Ave E,63,0,34,736843.75
455000.0,2.0,1.0,1140,5720,1.0,0,0,3,850,290,2711 NE 75th St,78,1,34,547746.2142857143
540000.0,4.0,1.75,1720,4240,1.5,0,0,4,1460,260,2722 30th Ave S,100,1,34,506265.4285714286
411000.0,4.0,2.75,2150,9915,1.0,0,0,5,1240,910,7302 127th Pl SE,49,0,24,378732.11477411113
544000.0,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,Schmitz Park to Alki Trail,115,1,34,570115.7073170731
802000.0,2.0,2.5,2210,6327,1.0,0,0,3,2210,0,23216 NE 126th St,22,0,30,630069.4283913913
568500.0,3.0,2.75,2180,7519,1.0,0,0,4,1310,870,10629 161st Avenue Northeast,44,0,30,619039.4253998282
391000.0,3.0,2.25,1410,1290,2.0,0,0,3,1290,120,2134 NW Boulder Way Dr,21,1,15,563696.6923076923
298000.0,3.0,2.5,1950,3600,2.0,0,0,3,1950,0,24032 SE 263rd Pl,15,0,20,343983.18489582813
400000.0,3.0,2.5,1495,936,3.0,0,0,3,1405,90,1108 29th Ave S,19,0,34,496058.0
425000.0,3.0,2.25,1660,6000,1.0,0,0,3,1110,550,942 27th Ave,46,1,34,537582.6099290851
328500.0,3.0,2.5,1950,8130,2.0,0,0,4,1950,0,23915 135th Pl SE,35,0,17,287712.2548262568
650000.0,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1417 26th Ave,123,0,34,577127.5460992978
850000.0,3.0,1.75,1370,3850,1.0,0,0,5,770,600,2015 42nd Ave E,114,1,34,713507.3529411765
930000.0,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,2418 10th Ave W,117,0,34,726526.9230769231
530000.0,3.0,1.75,1250,6041,1.5,0,0,5,1250,0,2202 NE 83rd St,83,0,34,556315.335628229
495000.0,4.0,2.25,2220,8872,1.0,0,0,4,1110,1110,5918 128th Ave SE,64,1,3,667366.7825520781
500000.0,3.0,1.75,1620,4200,1.0,0,0,5,830,790,6209 40th Ave NE,80,0,34,556315.335628229
325000.0,3.0,1.75,2250,26337,1.0,0,0,3,2250,0,33316 E Lake Holm Dr SE,45,0,1,362785.0668643492
365000.0,3.0,2.5,1720,99916,2.0,0,0,4,1720,0,29245 188 Ave SE,35,0,17,316523.48051948484
471000.0,4.0,2.5,3030,9687,2.0,0,0,3,2020,1010,1165 SW 12th St,27,1,26,394747.37037036114
223000.0,3.0,1.0,1030,9120,1.0,0,0,3,1030,0,26825 33rd Ave S,64,1,17,271165.0
503000.0,3.0,2.5,2190,4882,2.0,0,0,3,2190,0,18649 22nd Pl NE,26,0,19,369062.37934028124
230000.0,3.0,2.0,1440,5600,1.0,0,0,4,720,720,2508 NE 7th St,83,1,31,382986.4639804603
550000.0,4.0,2.5,2170,9600,1.0,0,0,3,1460,710,8520 169th Ct NE,45,0,30,640012.906504061
193000.0,3.0,1.5,1180,9048,1.0,0,0,3,1180,0,454 S 190th St,65,1,6,331070.0
590000.0,4.0,4.25,2360,57514,2.0,0,0,4,2360,0,2862 S 354th Ln,86,1,14,295026.77419354836
712500.0,3.0,1.5,1660,8797,1.0,0,0,4,1660,0,10414 SE 24th Pl,69,0,3,753416.0
689800.0,3.0,2.75,2390,9313,1.0,0,0,5,1390,1000,12575 Corliss Ave N,83,0,34,368929.5858585909
430000.0,3.0,2.0,1360,5120,1.5,0,0,4,910,450,4822 48th Ave SW,101,0,34,577983.1260162683
785200.0,3.0,2.25,1840,3500,1.5,0,0,5,1540,300,3110 E Jefferson St,115,0,34,547383.3191489362
474900.0,3.0,2.25,1800,43647,1.0,0,0,4,1800,0,20337 156th Ave NE,49,1,41,547078.1818181818
435000.0,3.0,1.75,2220,132858,1.0,0,0,3,1110,1110,13009 230th Ave SE,37,1,15,563696.6923076923
941500.0,5.0,3.5,3490,9680,2.0,0,4,3,2460,1030,20122 Richmond Beach Dr NW,45,0,35,546883.3229166563
312000.0,4.0,2.5,1830,5175,2.0,0,0,3,1830,0,27369 245th Ave SE,22,0,20,330745.7583333281
835000.0,4.0,2.75,1550,4000,1.5,0,0,3,1550,0,4325 NE 43rd St,95,1,34,601413.5396825238
713250.0,3.0,2.0,2050,9000,1.0,0,0,4,2050,0,2416 70th Ave SE,74,1,22,746248.75
440000.0,2.0,1.0,1230,6600,1.0,0,0,3,1130,100,3934 S Hudson St,119,1,34,427231.7867317963
580135.0,4.0,2.5,3150,5886,2.0,0,0,3,3150,0,13516 164th Ave SE,11,0,31,469778.3384703288
575000.0,3.0,2.25,3800,33825,1.0,0,0,4,3330,470,24716 142nd Ave SE,49,1,17,293579.35420743836
613000.0,3.0,2.5,1350,3068,2.0,0,0,3,1350,0,819 31st Ave,34,0,34,537582.6099290851
235000.0,3.0,2.0,1530,8700,1.0,0,0,4,1530,0,2925 Morris Ave S,55,0,31,312687.5
660000.0,3.0,2.5,2290,2798,3.0,0,0,4,2290,0,2402 Delmar Dr E,72,1,34,598864.375
280000.0,2.0,1.5,1480,15641,1.0,0,0,4,1480,0,11405 26th Ave SW,85,1,34,389295.6452991538
268000.0,3.0,1.75,1970,10270,1.0,0,0,4,1970,0,3644 Manchester Way,59,0,17,259537.84615384616
235000.0,2.0,1.0,720,4840,1.0,0,0,4,720,0,5403 34th Ave SW,78,1,34,423460.26999968855
390000.0,3.0,2.0,1080,7236,1.0,0,0,5,1080,0,808 NE 117th St,78,0,34,444672.01492537314
654950.0,4.0,2.5,2790,45902,2.0,0,0,3,2790,0,19218 189th Pl NE,38,1,41,576313.28125
449500.0,5.0,2.75,2040,7488,1.0,0,0,4,1200,840,12610 NE 142nd St,56,0,18,474532.8407413582
150000.0,3.0,1.0,1320,8220,1.0,0,0,3,1320,0,1904 S 259th St,66,1,10,326596.9235880465
440000.0,3.0,2.25,1680,57063,2.0,0,0,4,1680,0,43105 SE 149th St,36,0,26,419893.22916665627
710000.0,3.0,2.0,2140,4923,1.0,0,0,4,1070,1070,8250 Ashworth Ave N,97,0,34,564242.7747917623
420000.0,3.0,1.75,1660,9600,1.0,0,0,3,1380,280,18223 129th Pl NE,44,1,5,491629.1304347826
312000.0,3.0,2.25,1540,5338,1.0,0,0,5,770,770,9014 Ravenna Ave NE,71,0,34,556315.335628229
320000.0,3.0,2.0,1880,10758,1.0,0,0,5,940,940,14712 SE 105th Pl,73,1,31,469778.3384703288
235000.0,3.0,1.0,1250,15603,1.0,0,0,4,1250,0,12522 SE 105th St,66,0,31,369952.02086049155
437000.0,5.0,2.0,2120,137565,1.5,0,0,3,2120,0,16633 Westside Hwy SW,112,1,40,491864.28571428574
545000.0,3.0,1.75,1810,3000,1.5,0,0,4,1810,0,4331 5th Ave NW,122,0,34,550386.0
640000.0,3.0,2.5,2370,11172,2.0,0,0,3,2370,0,12020 SE 76th St,32,0,24,369952.02086049155
432000.0,3.0,2.5,1970,4036,2.0,0,0,4,1970,0,35317 SE Ridge St,22,0,37,518919.7368421053
548000.0,3.0,2.5,2110,4099,2.0,0,0,3,2110,0,17041 128th Pl NE,24,0,41,532802.0454545454
830000.0,3.0,3.0,2080,10521,1.5,0,0,3,2080,0,8359 NE Juanita Dr,21,1,18,484086.7109279723
875000.0,4.0,2.25,3720,12384,1.0,0,2,5,1860,1860,2929 200th Ave SE,55,0,32,704935.8610634528
409950.0,2.0,1.75,1370,5125,1.0,0,0,5,1370,0,929 N 88th St,81,0,34,564242.7747917623
695000.0,4.0,2.5,2961,12146,2.0,0,0,3,2961,0,21548 SE 28th Ln,27,1,32,704935.8610634528
562100.0,3.0,2.25,2090,12112,2.0,0,0,3,2090,0,15703 NE 113th Ct,42,1,30,624435.8156142577
475000.0,3.0,2.5,2600,7210,2.0,0,0,3,2600,0,5054 NE 23rd St,36,0,31,478091.4173438169
425000.0,3.0,2.25,1870,9000,1.0,0,0,3,1440,430,10559 NE 150th Ct,47,0,5,475457.1590909091
600000.0,4.0,2.5,2620,9873,2.0,0,0,3,2620,0,2830 216th Ave SE,38,1,15,695563.4251727719
770000.0,3.0,2.5,2430,54059,2.0,0,0,3,2430,0,15105 262nd Ave SE,38,1,15,563696.6923076923
239000.0,3.0,1.75,1340,16480,1.0,0,0,4,1340,0,26510 134th Ave SE,57,0,17,316523.48051948484
295000.0,2.0,1.0,1170,10621,1.0,0,0,3,1170,0,507 Janet Ave NE,62,1,26,419893.22916665627
560000.0,3.0,1.75,2000,10182,1.0,0,0,5,1400,600,6110 123rd Ave NE,62,0,18,699607.4019607843
613000.0,5.0,2.5,2070,12000,1.0,0,0,4,1340,730,1813 177th Ave NE,58,0,3,525100.0
960000.0,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,13003 13th Ave NW,44,1,34,574774.1203703611
847000.0,5.0,1.0,2550,4623,2.5,0,0,4,2550,0,805 30th Ave,120,0,34,537582.6099290851
206000.0,3.0,1.0,1060,9600,1.0,0,0,4,1060,0,35014 19th Ave SW,63,0,14,273254.24902418035
253000.0,2.0,1.75,1220,5000,1.0,0,0,5,860,360,506 Wells Ave N,104,0,31,283323.80952385714
430000.0,4.0,2.25,1790,7203,1.0,0,0,4,1110,680,19534 34th Ave NE,52,0,19,383241.83246528124
605000.0,3.0,2.0,2060,4040,1.0,0,0,4,1120,940,510 N 70th St,78,1,34,563707.9901198571
425000.0,2.0,2.5,1140,1182,3.0,0,0,3,1140,0,2017 NW 59th St,18,0,34,549978.2926829269
720000.0,4.0,2.5,2870,12648,2.0,0,0,4,2870,0,24146 SE 45th Pl,39,0,15,567669.1527777812
375900.0,6.0,1.5,2550,33740,1.0,0,0,4,1750,800,31207 22nd Ave SW,67,1,14,282233.9282051231
210000.0,3.0,1.0,1110,7962,1.0,0,0,3,1110,0,11048 21st Ave SW,63,1,34,350052.89259259996
234000.0,2.0,1.0,940,5375,1.0,0,0,4,940,0,20214 8th Ave S,73,0,10,293099.45454545453
285000.0,3.0,1.75,2880,18296,1.0,0,0,3,1580,1300,4071 S 128th St,67,1,39,225802.52014651924
400000.0,3.0,1.5,1200,4800,1.0,0,0,4,1200,0,15226 SE 1st Pl,63,0,3,602911.9047618929
718000.0,3.0,1.0,1030,4958,1.0,0,0,5,1030,0,4760 47th Ave NE,73,1,34,601413.5396825238
174500.0,2.0,2.5,1240,2689,2.0,0,0,3,1240,0,829 S 310th Pl,39,0,14,308897.9411764706
222400.0,3.0,2.0,1200,9566,1.0,0,0,3,1200,0,124 Mt Vista Pl SW,30,0,27,231666.66666666666
402500.0,3.0,3.25,2780,4002,2.0,0,0,3,2780,0,14806 279th Ln NE,16,0,11,416795.41666665627
250000.0,3.0,2.25,1765,7652,2.0,0,0,3,1765,0,33015 4th Pl S,29,0,14,308897.9411764706
600000.0,4.0,2.5,1960,14242,1.0,0,1,4,1290,670,12048 Standring Ct SW,67,1,6,350052.89259259996
930000.0,2.0,2.5,2680,11214,1.0,0,0,3,2680,0,24035 NE Adair Rd,19,0,30,642094.0712344687
272500.0,3.0,2.0,1410,7622,1.0,0,0,4,1410,0,14608 SE 195th Pl,42,0,31,322698.02313432837
363990.0,4.0,2.5,2240,3712,2.0,0,0,3,2240,0,27433-27475 211th Ct SE,11,0,20,339177.2345991519
575000.0,4.0,2.75,3120,7644,2.0,0,0,3,3120,0,9423 Ash Ave SE,15,0,37,514963.86363636365
400000.0,3.0,2.25,1450,4706,2.0,0,0,3,1450,0,8018 NE 183rd St,16,0,16,429509.92753621744
427874.0,3.0,3.0,2340,5002,2.0,0,0,3,2340,0,897 SE 11th St,12,1,26,410152.8771929737
309000.0,5.0,2.75,2481,4045,2.0,0,0,3,2481,0,38071 39th Ave S,11,0,1,257853.87456446342
320000.0,3.0,3.25,1530,1602,2.0,0,0,3,1140,390,5201 23rd Ave SW,12,1,34,304177.89115646936
390000.0,3.0,2.25,1250,7500,1.0,0,0,5,1250,0,10111 32nd Pl SW,83,0,34,355309.9920635
299000.0,1.0,0.75,560,12120,1.0,0,0,3,560,0,8314 361st Ave NE,58,1,7,522958.45454545453
375000.0,4.0,1.75,2200,7475,1.0,0,0,5,1100,1100,6609 43rd Ave S,70,0,34,417964.82479784905
240500.0,3.0,1.75,1460,10584,1.0,0,0,3,990,470,1219 S 124th St,28,0,34,226745.19727891072
320000.0,3.0,1.5,1650,9380,1.0,0,0,5,1130,520,16710 133rd Pl SE,47,0,31,342541.5762023284
658588.0,3.0,2.25,2560,41346,2.0,0,0,3,2560,0,12923 206th Ct SE,39,0,15,577727.6909090909
270000.0,3.0,2.25,2080,4252,1.5,0,0,3,1550,530,20442 137th Ave SE,22,0,17,300443.0600414058
327500.0,3.0,1.0,1070,7140,1.0,0,0,3,1070,0,3510 S Holly St,36,0,34,420077.4821669649
340000.0,3.0,1.75,2190,12626,2.0,0,0,4,2190,0,14000 SE 241st St,47,1,17,293579.35420743836
200000.0,3.0,1.5,2060,15837,1.5,0,0,3,2060,0,13315 88th Ave S,122,1,31,283323.80952385714
1025000.0,3.0,1.75,2640,8000,1.0,0,3,4,1320,1320,3057 70th Ave SE,65,1,22,738167.658914721
275000.0,3.0,2.5,1720,8755,1.0,0,0,3,1000,720,31607 45th Pl SW,42,1,14,290325.9439775735
280000.0,2.0,1.0,960,4920,1.0,0,0,3,960,0,9007 4th Ave NW,83,1,34,552826.3942617391
485000.0,3.0,2.5,2340,59058,1.0,0,0,3,2340,0,21924 234th Ave SE,40,0,20,330745.7583333281
865000.0,3.0,1.75,2090,4725,2.0,0,0,3,1610,480,2825 W Elmore Pl,78,1,34,626202.8656898462
532000.0,3.0,2.5,1820,4910,2.0,0,0,3,1820,0,25756 SE 41st St,32,0,15,581583.7239057273
364950.0,4.0,2.5,2310,8030,2.0,0,0,3,2310,0,15929 Broadway Ave NE,47,0,11,411944.94252872415
212500.0,3.0,1.0,920,14400,1.0,0,0,4,920,0,35632 52nd Ave S,48,0,1,246801.73860182977
135000.0,1.0,1.0,790,13062,1.0,0,0,3,790,0,1641 S 124th St,83,1,34,227611.0
437000.0,2.0,1.75,1500,6800,1.0,0,0,4,910,590,9702 12th Ave NW,83,1,34,550596.4760438709
390000.0,3.0,1.0,1240,11108,1.0,0,0,4,1240,0,1348 SW 175th St,73,0,25,384487.6587301714
760000.0,4.0,2.5,2730,36183,2.0,0,0,3,2730,0,11511 159th Ave NE,39,0,30,624435.8156142577
119500.0,3.0,1.0,1170,11000,1.0,0,0,2,1170,0,14800 Kennedy Pl NE,45,0,11,411944.94252872415
837500.0,4.0,2.5,2700,9320,2.0,0,0,4,2700,0,1317 5th Ln,31,0,18,699607.4019607843
327500.0,4.0,1.75,1650,7800,1.0,0,0,3,1650,0,15035-15041 SE Fairwood Blvd,57,1,31,348981.0381426269
175000.0,2.0,1.0,670,2378,1.0,0,0,3,670,0,3021-1/2 SW Harbor Ln,106,1,34,423460.26999968855
289950.0,3.0,2.0,1670,7757,1.0,0,0,3,1670,0,10009 SE 247th Pl,33,0,17,266951.5301587
400000.0,3.0,1.75,1530,10731,1.0,0,0,3,1530,0,18917 72nd Ct NE,39,0,16,429509.92753621744
219950.0,3.0,2.25,1500,7615,1.0,0,0,3,1150,350,32110 12th Pl SW,41,0,14,290325.9439775735
161700.0,4.0,1.75,1720,7200,1.0,0,0,3,1220,500,32955-32977 33rd Ave SW,51,0,14,290325.9439775735
500000.0,5.0,3.0,2920,11440,2.0,0,0,3,2920,0,18202 Dayton Ave N,22,0,35,378160.2523809571
465000.0,3.0,1.0,910,4500,1.0,0,0,3,910,0,2915 NW 75th St,77,1,34,552826.3942617391
540000.0,3.0,1.0,1050,4160,1.0,0,0,4,1050,0,2511 NE 65th St,100,1,34,556859.1290584431
525000.0,3.0,2.0,1540,7800,1.0,0,0,3,1540,0,10340 38th Ave NE,21,1,34,431483.6206896552
324950.0,3.0,1.0,1210,7440,1.0,0,0,3,1210,0,15243 6th Ave NE,76,1,35,383241.83246528124
565000.0,5.0,2.5,2650,11455,1.0,0,0,3,1400,1250,527 171st Pl NE,64,1,3,508346.875
760500.0,3.0,2.0,1990,3990,1.0,0,0,5,1130,860,4117 Bagley Ave N,113,0,34,573333.5524781327
603500.0,4.0,2.5,4060,9734,1.0,0,4,3,2150,1910,19304 65th Ave NE,48,1,16,426868.6231883913
453500.0,5.0,2.5,2300,23345,1.0,0,0,5,1170,1130,16930 SE 144th St,58,0,31,471849.8096955278
583000.0,6.0,2.75,2630,16411,1.0,0,0,4,1650,980,2317-2399 185th Pl NE,51,0,30,624435.8156142577
275000.0,2.0,1.0,770,8149,1.0,0,0,5,770,0,15346-15348 25th Ave NE,77,1,35,369062.37934028124
875000.0,4.0,2.75,3790,10669,2.0,0,0,3,3790,0,1223 269th Ave SE,26,0,32,710585.0545183929
335000.0,4.0,2.75,2540,7210,1.0,0,0,4,1600,940,15901-15999 131st Pl SE,46,0,31,348981.0381426269
646000.0,4.0,2.25,2500,8500,1.0,0,0,4,1600,900,4615 158th Ave SE,47,1,3,675261.3991935484
392500.0,4.0,2.5,2150,7303,2.0,0,0,3,2150,0,2709 NE 22nd St,20,0,31,400593.1206896552
785000.0,3.0,1.75,1670,9600,1.0,0,0,5,1670,0,3764 79th Ave SE,64,0,22,727724.5982905898
470000.0,3.0,2.0,1800,12669,1.0,0,0,3,1800,0,10406 126th Ave NE,69,1,18,687855.2455357143
560000.0,3.0,2.5,2070,12708,2.0,0,0,3,2070,0,8203 120th Pl SE,29,0,24,369952.02086049155
